16,68,58,26.61,30.19,86917,25.93,59.79,93559,-0.4,0.65,0.62,0.03,0.12,-0.14,32.300388,-106.74893,9,89.04,-62193.650635081576
17,30,77,21.24,39.47,87381,29.34,71.93,87812,0.5,0.6,0.12,-0.28,-0.67,-0.66,32.217319,-106.75827,2,82.62,-62301.591510503706
0,22.73,45.52,86699,26.22,36.3,86338,-0.55,-0.43,-0.34,-0.55,0.05,-0.41,32.373379,-106.6456,10,56.88,0,0,20083.797161142396
1,12,32,26.44,75.61,91451,25.1,45.96,94974,-0.33,0.49,-0.45,0.27,-0.35,0.77,32.254002,-106.75791,12,71.16,-63229.030316595075
2,29,33,27.18,28.1,90204,21.23,59.2,86544,-0.97,0.8,0.71,-0.28,-0.9,0.25,32.394569,-106.69154,3,50.79,-62948.487502857606
3,2,57,25.59,71.19,93838,20,30.54,91900,-0.08,-0.13,-0.22,0.26,0.85,-0.19,32.34177,-106.68219,10,59.06,-63757.51425346726
4,14,53,26.76,31.69,93156,20.2,62.11,90434,0.09,-0.65,-0.79,0.38,-1,0.52,32.369202,-106.66599,12,69.74,-63607.64027648975
5,18,55,20.67,44.07,88248,26.79,76.46,93909,-0.55,0.4,-0.57,-0.01,0.8,0.61,32.301971,-106.84992,10,85.49,-62502.04495571204
6,64,26,25.42,45.4,93552,24.6,69.43,89927,-0.17,-0.75,-0.97,-0.85,-0.37,0.88,32.27898,-106.86027,9,62.47,-63694.77161871075
7,52,37,23.47,64.96,91958,26.24,43.22,87696,0.02,-0.34,-0.51,0.58,-0.39,-0.64,32.390381,-106.69312,15,74.96,-63342.20701862102
8,79,55,27.17,55.62,94139,24.98,30.69,93733,-0.4,-0.79,-0.4,-0.9,0.19,-0.35,32.300781,-106.75154,15,74.56,-63823.38056090017
9,57,20,28.42,40.45,86305,25.4,23.71,91214,0.9,0.59,-0.4,-0.41,0.27,0,32.324821,-106.83482,9,73.43,-62050.56444240345
10,50,1,28.95,65.83,94858,29.48,70.14,94998,0.29,-0.27,-0.45,-0.29,-0.72,0.54,32.342369,-106.69701,9,50.37,-63980.02819501494
11,77,85,26.38,57.45,88403,23.49,57.85,88164,0.1,-0.31,-0.61,0.07,-0.64,-0.49,32.377602,-106.7289,1,81.46,-62537.713311334854
12,9,32,24.81,55.11,88680,22.14,75.22,89640,0.93,-0.34,0.54,0.26,-0.08,0.04,32.239719,-106.77546,14,67.56,-62601.33018888165
13,56,81,25.62,52.62,90482,20.59,40.41,90896,-0.15,0.27,0.39,0.9,0.32,0.75,32.393841,-106.83428,9,70.13,-63011.301110256325
14,79,50,26.03,76.37,87927,23.51,72.96,86715,-0.9,0.16,-0.87,-0.89,-0.1,0.83,32.311378,-106.74629,13,85.31,-62428.015321121595
15,16,57,29.89,64.08,90680,28.86,21.87,86678,-0.04,-0.26,0.08,-0.81,-0.06,-0.39,32.201721,-106.62686,4,74.07,-63055.94363542218
16,67,17,21.78,56.56,89921,23.67,36.58,90841,-0.29,0.42,0.39,0.41,-0.85,0.24,32.254261,-106.72403,10,88.53,-62884.38293189693
17,85,31,22.14,56.41,87417,22.29,30.74,87779,0.96,0.22,-0.56,-0.34,0.79,-0.67,32.384621,-106.62013,9,80.02,-62309.94681537931
18,37,81,28.34,71.1,90585,24.07,38.81,88769,0.21,-0.47,-0.56,-0.58,-0.39,0.37,32.355679,-106.6505,5,69.55,-63034.534103268124
19,8,67,25.17,56.19,90461,22.59,59,87865,0.52,-0.53,-0.07,-0.76,-0.46,-0.67,32.238392,-106.8944,1,51.4,-63006.56165831988
20,80,23,21.63,21.85,91157,29.19,64.51,88792,0.52,0.51,-0.8,-0.75,0.2,-0.4,32.366219,-106.68905,11,65.68,-63163.168284099746
21,7,30,20.14,75.67,93948,28.19,49.45,88702,-0.7,0.17,-0.42,0.97,0.12,0.18,32.377029,-106.67049,4,65.57,-63781.60480760544
22,58,73,20.98,29.76,94403,28.05,42.34,88330,0.04,-0.27,-0.11,-0.78,-0.2,-0.38,32.268951,-106.84501,8,78,-63881.01011038846
23,82,44,26.22,45.21,88460,28.41,32.13,92221,0.31,0.95,0.4,-0.89,1,0.75,32.360619,-106.87364,8,73.38,-62550.817326061224
24,12,23,24.21,70.98,93023,28.99,25.84,87592,0.44,-0.09,-0.15,0.43,0.4,-0.8,32.349869,-106.82702,15,78.71,-63578.30918189216
25,69,57,20.58,69.05,87214,24.84,22.47,89044,-0.05,-0.49,-0.58,-0.71,0.52,0.38,32.224819,-106.76521,9,88.3,-62262.7956826235
26,1,15,28.08,34.34,89387,20.74,43.42,86866,0.89,0.61,0,-0.97,-0.62,-0.61,32.319569,-106.70203,3,76.49,-62762.976061736284
27,68,46,27.47,79.35,91390,27.89,56.99,86360,0.75,0.04,-0.26,0.22,0.22,0.61,32.304569,-106.71376,11,52.5,-63215.379176439754
28,53,12,24.23,49.82,88946,20.67,20.16,88684,-0.78,0.53,-0.72,0.6,0.09,0.57,32.337608,-106.89722,12,57.68,-62662.2694891107
29,45,85,28.77,65,87416,25.65,69.86,88024,-0.97,-0.17,0.16,-0.74,-0.68,-0.05,32.331619,-106.7584,4,83.12,-62309.71476120474
30,57,2,26.99,27.29,93856,23.33,66.8,92741,0.59,0.66,0.7,0.98,0.38,-0.88,32.29578,-106.88001,9,72.63,-63761.45790844407
31,21,72,28.79,32.77,88618,21.09,68.18,90544,0.22,-0.57,0.04,0.69,0.24,0.1,32.227718,-106.73269,12,73.62,-62587.105024348624
32,70,80,25.77,74.05,87312,20.52,46.76,93304,-0.9,0.25,0.52,-0.41,-0.88,0.78,32.38018,-106.7041,2,70.09,-62285.56938166221
33,53,61,25.03,23.73,91443,26.78,22.5,93399,0.03,0.68,-0.33,-0.61,-0.7,-0.72,32.258862,-106.88939,2,65.47,-63227.24042330913
34,67,61,29.63,58.58,86752,20.45,44.72,88403,-0.61,0.39,-0.66,-0.55,-0.18,-0.46,32.245831,-106.6149,4,69.31,-62155.15400848002
35,35,6,20.07,46.93,88104,26.78,22.17,93550,-0.37,-0.53,-0.96,0.81,0.33,0.97,32.261909,-106.66752,11,84.93,-62468.86241523838
36,14,46,22.04,63.87,86673,25.92,26.61,91463,0.8,-0.6,0,0.2,-0.51,0.02,32.2617,-106.77614,3,56.79,-62136.70129670995
37,89,79,25.07,60.8,94173,22.71,59.01,89326,0.13,-0.1,-0.38,-0.27,0.33,0.06,32.360352,-106.80452,11,89.31,-63830.80988464977
38,8,19,21.65,56.22,89424,26.51,74.65,88936,0.14,-0.54,-0.34,1,-0.63,0.17,32.389278,-106.73878,15,58,-62771.407058587974
39,45,14,21.13,29.27,93892,27.46,47.04,91764,0.92,0.27,0.3,-0.53,-0.04,-0.24,32.382092,-106.71989,5,55.12,-63769.34338138518
40,35,83,23.07,56.31,93633,26.18,42.87,93174,-0.89,-0.33,0.62,0.74,-0.51,0.64,32.205158,-106.74879,2,87.11,-63712.557133999006
41,89,1,23.15,52.66,94669,20.26,62.38,88083,0.22,-0.33,-0.69,-0.52,0.6,0.7,32.270962,-106.70544,1,89.17,-63938.94440589737
42,42,58,20.91,79.46,86503,24.43,72.72,88547,0.27,-0.17,0.85,0.03,0.06,0.76,32.363609,-106.8105,1,76.63,-62096.946694837796
43,29,83,26.49,63.66,86608,24.56,62.41,88108,0.76,-0.16,-0.27,0.18,-0.01,0.09,32.26725,-106.81695,6,64.5,-62121.50846981377
44,31,76,26.45,29.71,93909,20.84,45.18,87402,0.02,0.92,-0.7,-0.92,0.48,-0.2,32.316528,-106.80079,9,62.64,-63773.06622591536
45,54,1,28.14,50.41,90159,28.36,53.81,88295,0.36,0.79,-0.82,-0.21,-0.39,0.36,32.341782,-106.792,13,76.02,-62938.30509593315
46,71,1,26.62,26.56,91255,23.98,72.5,91645,0.36,-0.55,-0.11,-0.35,-0.81,-0.1,32.22752,-106.73867,3,69.78,-63185.14138275537
47,88,27,22.22,61.96,87630,21.43,56.7,88570,-0.88,-0.43,0.52,-0.33,0.46,0.66,32.395981,-106.66082,1,64.13,-62359.32543466162
48,65,35,26.25,43.52,87625,20.68,74.56,91281,-0.83,-0.45,-0.47,-0.82,-0.68,0.43,32.338112,-106.65614,12,66.6,-62358.16742669405
49,59,34,27.62,40.03,86399,29.93,53.76,91244,0.91,0.14,-0.06,0.37,0.43,-0.62,32.270939,-106.88703,10,76.18,-62072.59503122514
50,63,19,23.22,23.93,86047,23.14,61.19,92207,-0.84,-0.65,-1,0.44,0.62,0.4,32.345001,-106.78143,13,87.2,-61989.99749552858
51,4,32,25.83,76.36,90040,22.12,50.65,89357,0.65,0.2,-1,0.34,-0.65,0.5,32.201118,-106.8467,8,80.57,-62911.358441192046
52,1,18,23.16,39.16,87464,29.39,22.45,87341,-0.36,0.44,0.63,0.79,0.52,0.85,32.317509,-106.64208,8,63.93,-62320.85093760821
53,1,70,25.62,33.79,89878,29.96,69.88,92291,-0.87,0.48,0.37,-0.03,0.96,0.17,32.288761,-106.75001,14,85.14,-62874.62836859465
54,79,36,29.56,25.72,92302,29.34,22.33,90529,-0.94,0.94,-0.17,0.84,0.76,0.11,32.222389,-106.64671,13,73.55,-63418.71012710182
55,89,36,22.13,62.45,88038,25.93,61.91,87946,0.09,0.81,-0.92,-0.59,-0.54,0.93,32.246632,-106.64201,6,66.56,-62453.63907154065
56,63,15,22.25,39.32,87247,25.64,42.4,93932,-0.13,0.49,0.49,-0.15,-0.3,-0.86,32.337719,-106.88741,7,62.83,-62270.46669026451
57,38,33,21.56,30.86,94744,21.48,56.19,93514,0.76,-0.72,0.97,-0.36,-0.03,0.4,32.297089,-106.81909,6,87.19,-63955.25543869382
58,45,1,26.16,23.28,93699,23.59,33.93,86812,-0.11,-0.55,-0.95,0.49,0.75,0.34,32.248989,-106.82695,11,61.13,-63727.03982577988
59,30,64,24.18,49.94,93170,21.73,28.13,91602,0.57,0.81,-0.58,-0.22,0.13,0.18,32.24321,-106.79366,8,56.19,-63610.72578711698
60,85,38,29.43,43.65,91821,21.29,25.63,92110,-0.61,-0.99,0.86,0.99,-0.33,-0.92,32.296219,-106.67749,5,64.54,-63311.67467506508
61,51,11,22.61,73.83,90155,23.68,53.32,89147,-0.05,0.71,0.3,-0.53,-0.26,0.73,32.328609,-106.82453,1,84.91,-62937.399793941426
62,19,74,27.05,39.26,87916,27.29,22.4,91581,0.66,-0.52,-0.1,0.49,-0.18,-0.77,32.202412,-106.63583,11,77.16,-62425.47460424412
63,80,63,26.12,32.53,92616,22.27,26.67,93676,-0.37,0.82,-0.01,-0.51,0.42,0.98,32.200871,-106.76721,1,79.24,-63488.3401584689
64,8,17,27.25,43.98,92837,29.41,44.13,93102,-0.28,-0.13,0.55,0.86,-0.76,-0.4,32.332359,-106.78647,14,68.37,-63537.23274959227
65,54,49,20.13,71.87,92431,21.21,28.34,90794,0.96,0.98,-0.91,0.87,-0.93,0.22,32.388592,-106.85252,15,63.48,-63447.33927437621
66,48,81,20.46,53.1,86257,28.24,62.17,94996,-0.79,-0.78,0.98,-0.52,-0.63,0.36,32.370739,-106.71125,6,57.69,-62039.30728489495
67,15,80,27.7,75.46,89743,21.96,77.26,86248,0.02,-0.85,-0.22,-0.47,0.25,0.45,32.373341,-106.63451,5,63.93,-62843.978999896775
68,80,85,21.45,63.8,90911,26.11,29.98,90786,-0.19,-0.88,0.21,1,0.19,-0.46,32.296692,-106.76325,14,82.36,-63107.9269266603
69,52,53,27.6,46.87,93703,29.7,40.48,93584,0.06,-0.83,0.48,-0.34,0.36,-0.38,32.33942,-106.72584,2,67.54,-63727.9172991458
70,80,2,23.72,51.06,91978,23.84,46.28,89947,-0.62,0.86,-0.71,-0.21,-0.63,0.68,32.39994,-106.61869,8,70.04,-63346.661213379324
71,8,32,24.8,59.71,94738,26.46,68.92,90742,-0.81,-0.17,-0.45,0.87,0.61,-0.15,32.262371,-106.66911,13,53.84,-63953.95094091796
72,38,39,25.41,77.12,87950,22.95,58.58,90423,0.37,0.89,0.13,0.54,-0.37,-0.17,32.39061,-106.64343,1,67.39,-62433.32689751654
73,81,69,26.7,40.21,90520,28.31,33.33,94915,-0.93,1,0.44,0.02,0.61,0.87,32.217121,-106.78511,13,69.24,-63019.874997633575
74,34,85,22.14,20.97,94632,28.62,73.03,90457,0.63,0.24,-0.34,0.53,0.62,-0.93,32.302158,-106.87498,12,73.15,-63930.89377491849
75,37,77,28.74,27.71,94964,28.14,45.27,87844,-0.76,-0.66,-0.48,-0.34,0.85,-0.57,32.206219,-106.64178,5,87.62,-64003.04089156267
76,55,71,29.32,35.49,91655,22.97,47.84,93409,0.83,-0.2,-0.18,-0.62,0.19,-0.1,32.270649,-106.89239,8,57.97,-63274.62981213471
77,24,82,23.37,78.93,86450,20.46,25.98,91019,-0.34,0.21,-0.01,0.9,0.65,-0.8,32.323509,-106.70199,10,77.19,-62084.53967663563
78,46,34,21.75,49.73,87503,21.97,50.94,93147,0.81,-0.26,0.07,0.33,-0.66,-0.01,32.219051,-106.76852,5,85.52,-62329.89543746504
79,33,56,26.16,61.47,89691,24.29,67.11,91204,-0.37,-0.32,0.03,0.07,-0.21,-0.17,32.263119,-106.60797,13,73.6,-62832.16335643874
80,56,57,21.24,74.8,86559,28.09,58,94489,-0.44,-0.15,0.39,0.52,-0.35,-0.75,32.25584,-106.80305,4,57.88,-62110.04931067038
81,8,62,26.81,69.93,90039,21.22,40.85,87684,-0.39,-0.49,-0.67,0.36,0.35,-0.67,32.307442,-106.6888,13,65.59,-62911.13187655547
82,2,30,21.4,29.07,92763,24.64,26.52,88126,0.96,0.04,-0.28,-0.56,0.88,0.14,32.269409,-106.79016,3,75.03,-63520.87198051905
83,51,23,27.87,51.83,86340,23.08,39.94,93787,-0.38,0.44,-0.59,-0.88,0.99,-0.75,32.35194,-106.61495,2,66.31,-62058.769590655196
84,47,72,22.25,46.96,88317,20.89,21.11,87139,-0.21,0.14,0.82,-0.08,-0.47,0.07,32.301208,-106.80256,13,58.02,-62517.92938691339
85,81,89,20.72,22.41,92499,20.46,55.41,88349,-0.09,-0.27,-0.25,0.18,-0.42,-0.07,32.36729,-106.65894,3,80.05,-63462.41758697661
86,87,16,27.85,71.84,91456,22.02,73.55,86107,0.04,-0.09,-0.83,-0.48,-0.77,-0.17,32.374611,-106.78439,11,63.83,-63230.14893551288
87,28,33,26.41,58.77,92057,27.38,58.53,86522,-0.04,0.8,0.71,-0.59,-0.96,-0.12,32.366711,-106.87104,6,70.82,-63364.24761882879
88,48,26,29.8,79.56,87082,25.53,38.24,87962,-0.14,-0.76,0.99,0.68,0.11,-0.55,32.347698,-106.7975,11,75.11,-62232.088128136456
89,20,60,28.08,59.51,86771,20.02,40.18,87960,-0.28,0.21,-0.62,0.51,0.37,-0.95,32.303589,-106.68403,4,71.16,-62159.58997247905
90,7,45,24.97,57.86,90044,24.67,57.06,90497,0.05,-0.77,0.25,0.56,-0.51,-0.33,32.207932,-106.61446,11,60.8,-62912.26467936275
91,78,86,28.89,78.88,91865,22.41,30.83,90192,-0.58,0.27,0.05,0.07,-0.58,0.21,32.22403,-106.88804,12,81.7,-63321.48470218345
92,55,42,24.79,30.18,91087,26.17,40.75,93123,0.71,0.5,-0.77,0.23,-0.08,0.19,32.34864,-106.84122,12,75.85,-63147.46149905432
93,23,35,28.74,29.49,92170,20.97,24.87,87646,-0.03,-0.28,-0.97,0.87,0.3,0.24,32.23119,-106.82147,14,87.46,-63389.38162647614
94,8,5,22.17,57.7,86504,26.41,62.37,92983,-0.94,0.33,0.81,0.7,0.24,-0.79,32.252918,-106.75282,7,66.38,-62097.18073034569
95,64,15,24.12,35.74,89020,26.73,40.76,92080,0.13,-0.88,0.46,-0.31,-0.24,-0.47,32.291279,-106.88996,1,60.76,-62679.19628681682
96,48,16,29.8,79.68,90136,27.73,55.43,88498,0.22,0.91,-0.79,-0.91,0.26,-0.21,32.239658,-106.65295,6,66.49,-62933.09916524666
97,89,12,21.21,62.84,88830,28.01,77.1,90557,-0.54,0.9,-0.73,-0.35,0.16,-0.24,32.281639,-106.71905,6,76.78,-62635.71262672633
98,61,78,27.31,51.42,86897,20.77,48.53,93070,-0.23,0.82,-0.83,-0.82,0.76,-0.71,32.319611,-106.84119,11,65.55,-62188.98753080137
99,33,64,28.65,41.96,94903,22.13,63.38,87466,0.42,0.7,0.27,0.01,-0.61,-0.39,32.277512,-106.69106,6,50.12,-63989.800278408715
100,3,50,24.36,49.54,92014,26.86,50.77,92989,0.02,0.93,-0.74,-0.26,0.75,-1,32.280331,-106.8284,14,85.86,-63354.67678789654
101,74,53,29.22,26.12,87071,26.41,51.4,88278,-0.76,0.86,0.47,-0.98,-0.05,-0.01,32.24213,-106.76369,10,72.33,-62229.52746424164
102,37,7,27.54,57.11,92969,21.12,52.65,93581,0.33,0.66,0.34,-0.47,0.94,-0.06,32.275688,-106.73753,13,74.81,-63566.390622794184
103,21,73,26.09,49.27,92342,21.03,49.96,93961,0.71,-0.62,0.7,-0.08,-0.86,0.37,32.215019,-106.89041,5,59.01,-63427.59084592154
104,5,59,26.75,24.22,88931,25.08,49.52,89413,0.9,0.43,0.04,0.91,-1,0.95,32.294182,-106.66053,12,82.07,-62658.83699149606
105,87,52,24.15,20.55,92328,21.87,73.63,92950,-0.84,-0.45,-0.73,0.43,0.81,0.49,32.201038,-106.72766,8,55.89,-63424.482948742
106,47,58,29.46,64.52,88249,29.34,75.16,86450,0.94,-0.93,-0.56,0.29,-0.42,-0.69,32.391392,-106.86568,9,84.35,-62502.27523667102
107,31,80,25.83,76.6,94955,29.33,47.41,94808,0.05,0.9,0.1,0.9,0.79,0.23,32.25631,-106.795,9,83.58,-64001.0877916667
108,28,3,26.52,50.87,94653,20.46,23.81,90830,-0.76,0.53,0.95,-0.01,-0.37,0.77,32.341648,-106.82593,13,89.87,-63935.46336469311
109,7,8,28.32,49.79,91682,24.77,53.78,90509,-0.92,-0.34,-0.12,0.4,0.63,0.05,32.252289,-106.81627,4,55.12,-63280.658879217226
110,3,83,29.53,47.57,93636,27.78,66.46,86569,-0.18,0.88,0.24,0.57,-0.44,-0.07,32.299271,-106.82003,10,53.98,-63713.2156174809
111,69,76,23.56,52.23,90323,21.2,27.45,88099,-0.85,0.95,-0.86,-0.34,0.92,-0.74,32.354431,-106.6102,8,75.56,-62975.394504495045
112,74,8,28.99,34.11,88388,29.31,72.31,88160,0.48,-0.41,-0.31,0.36,0.17,-0.68,32.279179,-106.79396,10,88.48,-62534.26374927554
113,86,55,20.45,60.19,89272,22.83,21.31,93642,-0.64,0.72,0.06,-0.34,-0.92,-0.35,32.392921,-106.7296,14,84.46,-62736.75355773609
114,21,76,28.52,77.84,89877,26.87,43.01,91450,0.56,-0.75,-0.54,-0.46,-0.49,0.04,32.2724,-106.77736,2,64.29,-62874.40147332432
115,59,74,25.29,27.3,91485,29.15,27.08,89138,0.41,-0.01,-0.85,-0.81,0.07,-0.85,32.282379,-106.75465,5,61.94,-63236.635948822346
116,39,6,23.16,62.13,90716,27.1,52.03,92221,-0.19,-0.21,-0.02,-0.26,-0.22,0.93,32.272701,-106.86692,4,54.25,-63064.051975948336
117,76,37,23.57,53.03,89344,28.96,56.04,92698,0.24,0.81,0.92,-0.84,0.9,0.81,32.270531,-106.76391,8,85.88,-62753.17432490789
